country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Slovenia,49,"Komunala Trbovlje, d.o.o.",Trbovlje,"KOMUNALA TRBOVLJE, D.O.O.",open,SI-35433-68-2004,Active,2014-02-20 13:55:19,13825,13107,12389,22622,22741,28812,28812,28812,9311,8332,7382,6461,5569,4707,3872,3067
Slovenia,50,Javno podjetje KENOG d.o.o.,Nova Gorica,JAVNO PODJETJE KENOG D.O.O.,open,SI-35433-1-2004,Active,2009-05-08 09:13:58,6757,6406,6055,6286,6286,6286,6286,6286,,,,,,,,
Slovenia,51,JKP Slovenj Gradec d.o.o.,Slovenj Gradec,JAVNO KOMUNALNO PODJETJE SLOVENJ GRADEC D.O.O.,open,SI-35433-28-2004,Active,2009-05-08 09:13:58,5085,4821,4557,4429,4429,4429,4429,4429,,,,,,,,
Slovenia,52,Kotlovnica EO-1,Ptuj,"Javne službe Ptuj, d. o. o.",open,SI-35433-90-2004,Active,2009-05-08 09:13:58,4563,4326,4089,4446,4446,4446,4446,4446,,,,,,,,
Slovenia,53,KOTO d.o.o.,Ljubljana,KOTO d.o.o.,open,SI-35433-9-2004,Active,2015-04-22 10:39:00,7618,7222,6827,5889,5889,5889,5889,5889,5578,4992,6729,6605,6480,6353,6226,6097
Slovenia,54,"Krka, d.d., Novo mesto",Novo mesto,"KRKA, d. d., Novo mesto",open,SI-35433-8-2004,Active,2014-02-20 13:55:19,23694,22464,21233,21312,21312,21312,21312,21312,21681,21304,20924,20538,20149,19756,19358,18959
Slovenia,55,Lek d.d. (Lendava),Lendava,"LEK, D.D.",open,SI-35433-71-2004,Active,2009-05-08 09:13:58,9023,8555,8086,11917,11917,11917,11917,11917,,,,,,,,
Slovenia,56,Lesna TIP Otiški Vrh d.o.o. - v stečaju,Šentjaž pri Dravogradu,LESNA TIP OTIŠKI VRH d.o.o. - v stečaju,closed,SI-35433-19-2004,Permit Revoked,2018-03-21 08:57:48,10526,9979,9433,3341,4066,4066,4066,4066,11409,5606,7236,4820,0,0,0,0
Slovenia,57,Lesonit d.o.o.,Ilirska Bistrica,LESONIT D.O.O.,closed,SI-35433-7-2004,Permit Revoked,2009-05-08 09:13:58,11957,11336,10715,0,0,0,0,0,,,,,,,,
Slovenia,58,Melamin d.d. Kocevje,Kočevje,MELAMIN D.D. KOČEVJE,open,SI-35433-56-2004,Active,2019-02-26 10:07:34,9177,8700,8224,9462,9462,9462,9462,9462,7036,6907,6776,6646,6514,5014,4907,4801
Slovenia,59,MLM d.d.,Maribor,MLM D.D.,closed,SI-35433-50-2004,Permit Revoked,2009-05-08 09:13:58,7001,6637,6274,6816,6816,6816,6816,6816,,,,,,,,
Slovenia,60,MTT Tekstil d.o.o.,Maribor,MTT TEKSTIL D.O.O.,closed,SI-35433-43-2004,Permit Revoked,2015-06-09 10:13:34,11775,11164,10552,10061,10061,10061,10061,10061,2255,2215,0,0,0,0,0,0
Slovenia,61,M-Energetika d.o.o.,Murska Sobota,M-ENERGETIKA D.O.O.,open,SI-35433-80-2004,Active,2017-04-11 16:31:23,3807,3610,3412,3320,3320,3320,3320,3320,3238,1591,1563,1534,752,738,723,708
Slovenia,62,Nafta - Petrochem d.o.o.,Lendava,NAFTA - PETROCHEM D.O.O. v stečaju,closed,SI-35433-10-2004,Permit Revoked,2019-07-22 12:05:21,66357,62911,59466,55572,55572,55572,55572,55572,12319,12105,11888,11669,0,0,0,0
Slovenia,63,Perutnina Ptuj d.d.,Ptuj,PERUTNINA PTUJ D.D.,open,SI-35433-93-2004,Active,2009-05-08 09:13:58,6194,5872,5551,6578,6578,6578,6578,6578,,,,,,,,
Slovenia,64,Petrol energetika d.o.o.,Ravne na Koroškem,"PETROL d.d., Ljubljana",open,SI-35433-35-2004,Active,2014-02-20 13:55:21,34053,32285,30517,26472,26472,26472,26472,26472,10319,9042,8077,7364,6674,6004,5354,4725
Slovenia,65,"Pivovarna Laško, d.d.",Laško,PIVOVARNA LAŠKO UNION d.o.o.,open,SI-35433-94-2004,Active,2014-02-20 13:55:21,8414,7977,7540,7079,7079,7079,7079,7079,5608,5019,4445,3889,3350,2829,2325,1839
Slovenia,66,Pivovarna Union d.d.,Ljubljana,PIVOVARNA LAŠKO UNION d.o.o.,open,SI-35433-51-2004,Active,2009-05-08 09:13:58,11333,10744,10156,8742,8742,8742,8742,8742,,,,,,,,
Slovenia,67,"PS CIMOS TAM AI, d.o.o.",Maribor,"CIMOS TAM AI, D.O.O.",closed,SI-35433-87-2004,Permit Revoked,2009-05-08 09:13:58,7348,6966,6585,3204,3204,3204,3204,3204,,,,,,,,
Slovenia,68,Revoz d.d.,Novo mesto,REVOZ D.D.,open,SI-35433-58-2004,Active,2015-04-22 10:39:00,18718,17746,16774,19356,19356,19356,19356,19356,15882,14214,19081,18714,18345,17971,17595,17217
Slovenia,69,"Sava Tires, d.o.o.",Kranj,GOODYEAR DUNLOP SAVA TIRES D.O.O.,open,SI-35433-77-2004,Active,2014-02-20 13:55:21,44197,41902,39607,35745,35745,35745,35745,35745,32659,31512,30379,29260,28159,27072,26000,24947
Slovenia,70,Silkem d.o.o.,Kidričevo,SILKEM D.O.O.,open,SI-35433-3-2004,Active,2014-02-20 13:55:21,26431,25058,23686,24770,24770,24770,24770,24770,16025,14340,12702,11114,9574,8083,6643,5256
Slovenia,71,Svilanit d.d.,Kamnik,"ETA Kamnik, d.o.o.",open,SI-35433-37-2004,Active,2009-05-08 09:13:58,6426,6092,5759,5033,5033,5033,5033,5033,,,,,,,,
Slovenia,72,"TAC, d.o.o.",Ljubljana - Črnuče,TAČ D.O.O.,open,SI-35433-12-2004,Active,2009-05-08 09:13:58,4885,4631,4378,2981,2981,2981,2981,2981,,,,,,,,
Slovenia,73,"Talum, d.d. Kidricevo",Kidričevo,"TALUM, D.D. KIDRIČEVO",closed,SI-35433-18-2004,Permit Revoked,2010-04-23 12:48:12,26106,24750,23395,35893,36078,36078,36078,36078,,,,,,,,
Slovenia,74,"Tekstilna tovarna Prebold, d.d.",Prebold,"TEKSTILNA TOVARNA PREBOLD, D.D. - V STEČAJU",closed,SI-35433-5-2004,Account Closed,2009-05-08 09:13:58,12821,12156,11490,,,,,,,,,,,,,
Slovenia,75,"Termo, d.d. (Trata)",Škofja Loka,KNAUFINSULATION d.o.o.,open,SI-35433-64-2004,Active,2019-12-18 09:46:11,53156,50396,47635,69675,69675,69675,69675,69675,51905,51004,50092,49170,48238,47298 5959***,46345 11595***,45390 11370***
Slovenia,76,Thermokon d.o.o.,Slovenske Konjice,THERMOKON D.O.O.,open,SI-35433-48-2004,Active,2014-02-20 13:55:22,14207,13469,12731,15664,15664,15664,15664,15664,8279,7884,7517,7179,6869,6641,6422,6206
Slovenia,77,TSO d.d.,Ormož,"TOVARNA SLADKORJA, D.D.",closed,SI-35433-34-2004,Account Closed,2009-05-08 09:13:58,60774,57618,54462,,,,,,,,,,,,,
Slovenia,78,TVT Maribor d.d.,Maribor,TVT MARIBOR D.D.,closed,SI-35433-57-2004,Account Closed,2009-05-08 09:13:58,3484,3303,3122,,,,,,,,,,,,,
Slovenia,79,Unior d.d.,Zreče,UNIOR D.D.,open,SI-35433-33-2004,Active,2014-02-20 13:55:22,10193,9664,9134,11476,11476,11476,11476,11476,8416,8111,7815,7523,7234,6951,6671,6395
Slovenia,80,Beti Metlika d.d.,Metlika,BETI METLIKA D.D.,closed,SI-35433-13-2004,Permit Revoked,2009-05-08 09:13:58,6834,6479,6124,6419,6419,6419,6419,6419,,,,,,,,
Slovenia,81,Tovarna asfalta Hoče,Hoče,POMGRAD-TAP D.O.O. (CPM D.D.),open,SI-35433-52-2004,Active,2009-05-08 09:13:58,4164,3948,3732,2319,2319,2319,2319,2319,,,,,,,,
Slovenia,82,IUV D.D.,Vrhnika,IUV D.D.,closed,SI-35433-95-2004,Permit Revoked,2009-05-08 09:13:58,5016,4756,4495,3797,3797,,,,,,,,,,,
Slovenia,83,Johnson Controls - NTU d.o.o.,Slovenj Gradec,"ADIENT SLOVENJ GRADEC, D.O.O.",closed,SI-35433-96-2004,Permit Revoked,2009-05-08 09:13:58,3043,2885,2727,2443,2443,2443,2443,2443,,,,,,,,
Slovenia,84,KG Rakican TMK d.o.o.,Beltinci,KG RAKIČAN TMK D.O.O.,closed,SI-35433-86-2004,Account Closed,2009-05-08 09:13:58,935,886,838,,,,,,,,,,,,,
Slovenia,85,Lek d.d. (Mengeš),Mengeš,"LEK, D.D.",open,SI-35433-70-2004,Active,2009-05-08 09:13:58,7563,7170,6777,10752,10752,10752,10752,10752,,,,,,,,
Slovenia,86,"Pomurka d.d., Murska Sobota",Murska Sobota,"POMURKA mesna industrija d.d.-v stečaju, MURSKA SOBOTA",closed,SI-35433-47-2004,Permit Revoked,2009-05-08 09:13:58,3825,3626,3428,2555,2555,2555,2555,2555,,,,,,,,
Slovenia,87,Zdravilišče Radenci d.o.o.,Radenci,Zdravilišče Radenci d.o.o.,closed,SI-35433-14-2004,Permit Revoked,2009-05-08 09:13:58,3539,3356,3172,3316,3316,3316,3316,3316,,,,,,,,
Slovenia,88,Tanin Sevnica d.d.,Sevnica,TANIN SEVNICA D.D.,closed,SI-35433-21-2004,Account Closed,2009-05-08 09:13:58,2104,1995,1886,,,,,,,,,,,,,
Slovenia,89,TEKSTINA D.D. Ajdovšcina,Ajdovščina,TEKSTINA D.D. AJDOVŠČINA,closed,SI-35433-6-2004,Permit Revoked,2009-05-08 09:13:58,4547,4311,4075,3700,3700,3700,3700,3700,,,,,,,,
Slovenia,90,"Termo, d.d. (Bodovlje)",Škofja Loka,KNAUFINSULATION d.o.o.,closed,SI-35433-65-2004,Account Closed,2009-05-08 09:13:58,28568,27085,25601,,,,,,,,,,,,,
Slovenia,91,"FRAGMAT TIM, D.D.",Laško,"FRAGMAT TIM, D.D.",open,SI-35433-20-2004,Active,2009-05-08 09:13:58,6971,6609,6247,5000,5000,5000,5000,5000,,,,,,,,
Slovenia,92,"TKI Hrastnik, d.d.",Hrastnik,"TKI-HRASTNIK, D.D.",open,SI-35433-91-2004,Active,2015-04-22 10:39:00,13079,12400,11721,10726,10726,10726,10726,10726,7534,7403,9365,9192,9018,8842,8664,8486
Slovenia,93,"Petrol Energetika, d.o.o., PE Hrastnik",Hrastnik,"PETROL ENERGETIKA, d.o.o., PE HRASTNIK",closed,SI-35433-11-2004,Permit Revoked,2009-05-08 09:13:58,9574,9077,8580,8982,8982,8982,8982,8982,,,,,,,,
Slovenia,94,Kotlovnica MARKOVEC,Koper,Istrabenz plini d.o.o.,open,SI-35433-78-2004,Active,2009-05-08 09:13:58,5484,5200,4915,4374,4374,4374,4374,4374,,,,,,,,
Slovenia,95,GORENJE KERAMIKA d.o.o.,Velenje,GORENJE Keramika d.o.o.,open,SI-35485-64-2014-4,Active,2009-05-08 09:13:58,,,,9203,9203,9203,9203,9203,,,,,,,,
Slovenia,96,STEKLARNA HRASTNIK - SPECIAL d.o.o.,HRASTNIK,STEKLARNA HRASTNIK D.O.O.,open,SI-35433-62-2005,Active,2014-02-20 13:55:23,,,,23011,23011,23011,23011,23011,19021,18692,18358,18020,17678,17334,16985,16635
Slovenia,97,ETI d.d. (Kamnik),Izlake,ETI D.D.,closed,SI-35433-102-2004,Permit Revoked,2012-12-17 18:16:41,,,,1083,1083,1083,1104,1502,,,,,,,,
Slovenia,98,ME_TOM,MARIBOR,MOJA ENERGIJA d.o.o.,open,SI-35433-73-2005,Active,2009-05-08 09:13:58,,,,17889,17889,17889,17889,17889,,,,,,,,
Slovenia,99,Iskra Invest d.d.,Kranj,"Iskra, d.d.",closed,SI-35433-10-2007,Permit Revoked,2012-12-17 18:16:41,,,,1644,1644,2113,2708,2708,,,,,,,,
Slovenia,100,BITUMA d.o.o.,Ljubljana - Crnuce,BITUMA d.o.o.,closed,SI-35433-176-2008,Permit Revoked,2010-04-23 12:48:13,,,,0,400,1485,1485,1485,,,,,,,,
Slovenia,201439,Proizvodnja primarnega aluminija,Kidričevo,Talum d.d. Kidričevo,open,SI-35433-29-2011,Active,2018-04-13 10:02:28,,,,,,,,0,141743,139280,136790,134273,131729,153155,149990,146819
Slovenia,201483,TALUM RONDELICE d.o.o.,Kidričevo,TALUM RONDELICE d.o.o.,closed,SI-35433-30-2011,Permit Revoked,2018-05-10 12:50:35,,,,,,,,0,7375,7160,6945,6733,6524,0,0,0
Slovenia,201484,Talum Livarna d.o.o.,Kidričevo,Talum Livarna d.o.o.,closed,SI-35433-31-2011,Permit Revoked,2018-05-10 13:06:39,,,,,,,,0,19399,19062,18722,18377,18029,0,0,0
Spain,1,"Sierragres, S.A.",Espiel (Córdoba),"Sierragres, S.A.",open,ES011408000001,Permit Revoked,2020-02-21 10:06:15,9360,9360,9360,7099,7099,7099,7099,7099,3113,6078,3005,2949,1467,0,0,0
Spain,2,"Andaluza de Cales, S.A.",Morón de la Frontera (Sevilla),"Andaluza de Cales, S.A.",open,ES014106000002,Active,2014-02-26 14:30:25,204291,204291,204291,201666,201666,201666,201666,201666,161048,158251,155420,152560,149671,146752,143797,140832
Spain,3,Cales Granada S.A.,Huertor Santillán (Granada),"Cales Granada, S.A.",open,ES011806000003,Active,2014-02-26 14:30:25,38535,38535,38535,37290,37290,37290,37290,37290,26290,25833,25371,24904,24432,23956,23474,22990
Spain,4,"Calgov, S.A.",Estepa(Sevilla),"Calgov, S.A.",closed,ES014106000004,Permit Revoked,2018-02-07 15:18:25,28837,28837,28837,25072,25072,25072,25072,25072,15061,14799,0,0,0,0,0,0
Spain,5,Calgov S.A.,Estepa (Sevilla),"Calgov, S.A.",open,ES014106000005,Active,2014-02-26 14:30:26,156028,156028,156028,149738,149738,149738,149738,149738,123189,121050,118885,116697,114486,112254,109993,107725
Spain,6,"Segura, S.L.",Pedrera (Sevilla),"Segura, S.L.",open,ES014106000006,Permit Revoked,2015-03-06 09:44:50,82867,82867,82867,80979,80979,80979,80979,80979,78549,0,0,0,0,0,0,0
Spain,7,Cementos Portland Valderrivas - Alcalá de Guadaira,Alcala de Guadaira (Sevilla),"Cementos Portland Valderrivas, S.A.",open,ES014106000007,Active,2016-07-11 12:09:41,1014652,1014652,1014652,1006295,1006295,1006295,1006295,1006295,853801,419486,411984,808807,793483,778010,762344,746624
Spain,8,Holcim España S.A.,Torredonjimeno (Jaén),"LafargeHolcim España, S.A.U.",closed,ES012306000008,Account Closed,2011-07-07 14:35:21,208125,208125,208125,212316,212316,,,,,,,,,,,
Spain,9,Instalación de Jerez de la Frontera,Jerez de la Frontera (Cádiz),"LafargeHolcim España, S.A.U.",open,ES011106000009,Active,2016-02-25 11:53:37,578050,578050,578050,590502,590502,590502,590502,590502,239060,469815,461412,452923,444342,435677,426904,418101
Spain,10,LafargeHolcim España SAU Instalación de Carboneras,Carboneras (Almería),"LafargeHolcim España, S.A.U.",open,ES010406000010,Active,2014-02-26 14:30:27,842805,842805,842805,901872,901872,901872,901872,901872,741377,728500,715472,702307,689001,675566,661963,648312
Spain,11,Cemex España Operaciones - Instalación de Gádor,Gádor (Almería),"Cemex España Operaciones, S.L.U.",open,ES010406000011,Active,2020-07-28 11:49:08,623104,623104,623104,607119,607119,607119,607119,607119,482092,473718,465246,456686,448034,439297,430451,0
Spain,12,"Cementos Cosmos, S.A. - Córdoba",Córdoba (Córdoba),"CEMENTOS COSMOS, S.A.",open,ES011406000012,Active,2019-08-09 15:18:09,411749,411749,411749,590748,590748,590748,590748,590748,508748,249956,245486,240969,472807,231794,454252,444885
Spain,13,"CEMENTOS COSMOS, S.A. - Niebla",Niebla (Huelva),"CEMENTOS COSMOS, S.A.",open,ES012106000013,Active,2014-02-26 14:30:28,258451,258451,258451,376466,376466,376466,376466,376466,345793,339787,333710,327570,321364,315097,308753,302386
Spain,14,Soc. Financiera y Minera - Cementos Goliat,Málaga (Málaga),"Sociedad Financiera y Minera, S.A",open,ES012906000014,Active,2014-02-26 14:30:28,813928,813928,813928,824157,824157,824157,824157,824157,621252,610461,599544,588512,577362,566104,554705,543266
Spain,15,Enersur Siglo XXI - Cogeneración Vilches,Vilches (Jaén),"Enersur Siglo 21, S.L.Unipersonal",open,ES012301000015,Active,2014-02-26 14:30:28,64561,69175,69175,61821,61821,61821,61821,61821,17532,17227,16922,16617,16312,16007,15702,15397
Spain,16,"Atlantic Copper, S.L.U.",Huelva (Huelva),"Atlantic Copper, S.L.U.",open,ES012101000016,Active,2014-02-26 14:30:28,29764,38173,38173,35707,35707,35707,35707,35707,86403,84901,83383,81849,80298,78732,77148,75556
Spain,17,Azucarera de Guadalcín,Jerez de la Frontera (Cádiz),"AB AZUCARERA IBERIA, S.L.",closed,ES011101000017,Account Closed,2011-07-01 12:25:54,46221,66741,66741,53489,53489,53489,,,,,,,,,,
Spain,18,Azucarera de Guadalete,Jerez de la Frontera (Cádiz),"AB AZUCARERA IBERIA, S.L.",open,ES011101000018,Active,2014-02-26 14:30:28,53734,71675,71675,59037,59037,59037,130798,130798,65413,64275,63137,61999,60860,59722,58584,57446
Spain,19,Azucarera de la Rinconada,San José de la Rinconada (Sevill,"AB AZUCARERA IBERIA, S.L.",closed,ES014101000019,Account Closed,2011-07-04 09:35:28,30692,59167,59167,56263,56263,56263,,,,,,,,,,
Spain,20,"Azucarera Energías, S.A.",San José de la Rinconada (Sevilla),"Azucarera Energías, S.A.",closed,ES014101000020,Permit Revoked,2012-05-10 09:54:13,66463,66463,66463,59036,59036,59036,59036,,,,,,,,,
Spain,21,"Azucareras Reunidas de Jaén, S.A.",Linares (Jaén),"Azucareras Reunidas de Jaén, S.A.",closed,ES012301000021,Account Closed,2009-05-08 09:13:58,49598,61730,61730,,,,,,,,,,,,,
Spain,22,"Neoelectra SC Fuente de Piedra Gestión, S.L.U",Fuente de Piedra (Málaga),"Neoelectra SC Fuente de Piedra Gestión, S.L.U",open,ES012901000022,Active,2014-02-26 14:30:29,56369,56369,56369,62560,62560,62560,62560,62560,26434,25974,25514,25054,24594,24134,23674,23214
Spain,23,"Neo SC Morón, S.L.U.",Morón de la Frontera (Sevilla),"Neo SC Morón, S.L.U.",open,ES014101000023,Active,2014-02-26 14:30:29,34305,34305,34305,37736,37736,37736,37736,37736,10540,10357,10173,9990,9806,9623,9440,9256
Spain,24,"Neoelectra La Luisiana, S.L.U.",La Luisiana (Sevilla),"Neoelectra La Luisiana, S.L.U.",closed,ES014101000024,Permit Revoked,2009-05-08 09:13:58,16678,16678,16678,15410,15410,15410,15410,15410,,,,,,,,
Spain,25,Neo SC La Roda,La Roda de Andalucía (Sevilla),"Neo SC La Roda, S.L.U.",open,ES014101000025,Active,2016-02-25 11:53:37,21306,21306,21306,18480,18480,18480,18480,18480,,,6596,6477,6358,6239,6121,6002
Spain,26,"Bioenergética Egabrense, S.A.",Cabra (Córdoba),"Bioenergética Egabrense, S.A.",open,ES011401000026,Active,2014-02-26 14:30:29,0,0,0,52676,52676,52676,52676,52676,25799,25350,24901,24452,24003,23554,23106,22657
Spain,27,"Bioenergía Santamaría, S.A.",Lucena (Córdoba),"Bioenergía Santamaría, S.A.",open,ES011401000027,Active,2014-02-26 14:30:29,0,0,0,52675,52675,52675,52675,52675,34646,34043,33440,32837,32235,31632,31029,30426
Spain,28,"Coansa, S.A.",Andújar (Jaén),"Coansa, S.A.",closed,ES012301000028,Permit Revoked,2009-05-08 09:13:58,39855,39855,39855,46910,45880,45880,46910,45053,,,,,,,,
Spain,29,"Cogeneración Villaricos, S.A. - Covisa",Cuevas de Almanzora (Almería),"Cogeneración Villaricos, S.A. - Covisa",open,ES010401000029,Active,2014-02-26 14:30:30,100317,100317,100317,83703,83703,83703,83703,83703,3090,2765,2450,2144,1848,1561,1284,1018
Spain,30,"Compañía Energetica de Pata de Mulo, S.L.",Puente Genil (Córdoba),"Compañía Energética Pata de Mulo, S.L.",open,ES011401000030,Active,2014-02-26 14:30:30,63634,84677,84677,60866,60866,60866,60866,60866,31484,30936,30388,29841,29293,28745,28197,27649
Spain,31,forlasa,Antequera (Málaga),"Lactalis Forlasa, S.L.U.",closed,ES012901000032,Permit Revoked,2009-05-08 09:13:58,23849,23849,23849,21546,21546,21546,21546,21546,,,,,,,,
Spain,32,"Enernova Ayamonte, S.A.",Ayamonte (Huelva),"Enernova Ayamonte, S.A.",closed,ES012101000033,Permit Revoked,2015-07-23 15:52:53,79392,79392,79392,72413,72413,72413,72413,72413,0,0,0,0,0,0,0,0
Spain,33,"Forsean, S.L",Huelva (Huelva),"Forsean, S.L",closed,ES012101000034,Permit Revoked,2012-05-10 10:37:09,119371,119371,119371,111371,111371,111371,,,,,,,,,,
Spain,34,Planta de Cogeneración de Cepsa Química -Fab Palos,Palos de la Frontera (Huelva),"Generación Eléctrica Peninsular, S.A.",open,ES012101000035,Active,2009-05-08 09:13:58,124055,124055,124055,115943,115943,116937,116937,116937,,,,,,,,
Spain,35,"Planta Cogeneración Cepsa Química,S.A-Guadarranque",San Roque (Cádiz),"Generación Eléctrica Peninsular, S.A.",open,ES011101000036,Active,2009-05-08 09:13:58,211153,211153,211153,186746,186746,186746,186746,186746,,,,,,,,
Spain,36,"Granada Vapor y Electricidad, S.L.",Granada (Granada),"Granada Vapor y Electricidad, S.L.",open,ES011801000037,Active,2009-05-08 09:13:58,93398,93398,93398,76334,76334,76334,76334,76334,,,,,,,,
Spain,37,"Olextra, S.A.",Villanueva de Algaidas(Málaga),"Olextra, S.A.",open,ES012901000038,Active,2014-02-26 14:30:30,63634,63634,63634,58087,58087,58087,58087,58087,28028,27540,27053,26565,26077,25590,25102,24614
Spain,38,"Orujera Sierra Sur, S.L.U.",Pinos Puente (Granada),"Orujera Sierra Sur, S.L.U.",open,ES011801000039,Active,2009-05-08 09:13:58,52771,52771,52771,44722,44722,44722,44722,44722,,,,,,,,
Spain,39,Puerto Real Cogeneración S.A.,Puerto Real (Cádiz),"Puerto Real Cogeneración, S.A.",closed,ES011101000040,Account Closed,2010-07-06 17:08:32,55243,55243,55243,59968,,,,,,,,,,,,
Spain,40,Procesos Ecológicos Vilches,Vilches (Jaén),"Procesos Ecológicos Vilches, S.A.",closed,ES012301000041,Permit Revoked,2015-06-23 18:38:07,60285,60285,60285,56655,56655,56655,56655,56655,25438,24995,0,0,0,0,0,0
Spain,41,Aceites Sierra Sur,Pinos Puente (Granada),"Aceites Sierra Sur, S.A",open,ES011801000042,Active,2014-02-26 14:30:31,88463,88463,88463,83045,83045,83045,83045,83045,48797,47948,47099,46250,45401,44552,43703,42854
Spain,42,"Venator P&A Spain, S.L.",Palos de la Frontera (Huelva),"Venator P&A Spain, S.L.",open,ES012101000043,Active,2014-02-26 14:30:31,93685,165490,165490,164916,169175,170376,170376,170376,166021,163137,160219,157272,154292,151284,148237,145181
Spain,43,"Endesa Generación, S.A. - Litoral",Carboneras (Almería),"Endesa Generación, S.A.",open,ES010401000044,Active,2009-05-08 09:13:58,6297272,5653849,4929213,3194815,3612433,3366047,3330929,3330929,,,,,,,,
Spain,44,C.T- Los Barrios,Los Barrios (Cádiz),"Viesgo Producción, S.L.",open,ES011101000046,Active,2009-05-08 09:13:58,3354827,3012048,2626004,2024245,1768998,1648343,1631146,1631146,,,,,,,,
Spain,45,C.T. - Puente Nuevo,Espiel (Córdoba),"Viesgo Producción, S.L.",open,ES011401000047,Active,2009-05-08 09:13:58,1543744,1386012,1208371,1153888,1008389,939612,929809,929809,,,,,,,,
Spain,46,"Endesa Ciclos Combinados, S.L. - Cristóbal Colon",Huelva (Huelva),"Endesa Generación, S.A.",open,ES012101000048,Active,2009-05-08 09:13:58,0,0,0,308378,302518,302518,302518,302518,,,,,,,,
Spain,47,"Endesa Ciclos Combinados, S.L. - San Roque 2",San Roque (Cádiz),"Endesa Generación, S.A.",open,ES011101000049,Active,2009-05-08 09:13:58,898094,692497,709386,316376,310363,310363,310363,310363,,,,,,,,
Spain,48,CCC.- San Roque 1,San Roque (Cádiz),"Naturgy Generación, S.L.U.",open,ES011101000050,Active,2009-05-08 09:13:58,898094,692497,709386,306232,300412,300412,300412,300412,,,,,,,,
Spain,49,Iberdrola Generación Térmica-Central C.C.Arcos,Arcos de la Frontera (Cádiz),"Iberdrola Generación Térmica, S.L.",open,ES011101000051,Active,2009-05-08 09:13:58,898094,0,0,1249787,1226035,1226035,1226035,1226035,,,,,,,,
Spain,50,"Iberdrola Generación, S.A.U. - Central de Arcos (G",Arcos de la Frontera (Cádiz),"Iberdrola Generación Térmica, S.L.",closed,ES011101000052,Account Closed,2009-05-08 09:13:58,898094,0,0,,,,,,,,,,,,,
Spain,51,"Iberdrola Generación, S.A.U. - Central de Arcos (G",Arcos de la Frontera (Cádiz),"Iberdrola Generación Térmica, S.L.",closed,ES011101000053,Account Closed,2009-05-08 09:13:58,0,0,0,,,,,,,,,,,,,
Spain,52,CCC -Palos de la Frontera,Palos de la Frontera (Huelva),"Naturgy Generación, S.L.U.",open,ES012101000055,Active,2009-05-08 09:13:58,1871029,2077491,2128158,920269,902779,902779,902779,902779,,,,,,,,
Spain,53,"Endesa Generación, S.A. - Cristóbal Colón",Huelva (Huelva),"Endesa Generación, S.A.",closed,ES012101000058,Account Closed,2009-05-08 09:13:58,44538,17489,0,0,0,0,0,0,,,,,,,,
Spain,54,"E.ON GENERACIÓN, S.L. - C.T. Bahía de Algeciras",San Roque (Cádiz),"VIESGO GENERACIÓN, S.L.",closed,ES011101000060,Account Closed,2009-05-08 09:13:58,226476,88931,0,,,,,,,,,,,,,
Spain,55,Central Térmica Ciclo Combinado Campo de Gibraltar,San Roque (Cádiz),"Nueva Generadora del Sur, S.A.",closed,ES011101000062,Permit Revoked,2009-11-20 10:36:01,1673818,1673818,1673818,630414,910279,764356,764356,764356,,,,,,,,
Spain,56,Alabe Mengibar A.I.E.,Mengíbar (Jaén),"Alabe Mengíbar, A.I.E.",closed,ES012309000063,Permit Revoked,2012-02-27 11:06:01,132571,132571,132571,113907,113907,113907,113907,,,,,,,,,
